,bedrooms,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,bat_bed,sqft_floors
13697,2,0,0,3,6,1130,0,98155,322500,0.5,1130.0
13698,3,0,0,3,7,1040,140,98118,338900,0.6666666666666666,1040.0
13699,5,0,0,3,9,2350,0,98112,910000,0.4,1175.0
13700,5,0,0,3,9,2350,0,98112,1020000,0.4,1175.0
13701,3,0,2,5,6,1100,750,98166,459950,0.6666666666666666,1100.0
13702,4,0,0,3,9,3220,0,98059,584950,0.75,1610.0
13703,3,0,0,3,7,1520,530,98023,252000,0.6666666666666666,1520.0
13704,3,0,0,3,7,1190,240,98022,270000,0.6666666666666666,1190.0
13705,4,0,0,3,10,3210,0,98075,750000,0.5,1605.0
13706,3,0,4,4,8,1530,1990,98116,775000,0.6666666666666666,1530.0
13707,3,0,0,3,8,2260,0,98023,325000,0.6666666666666666,1130.0
13708,5,0,0,3,9,3290,0,98074,810000,0.6,1645.0
13709,2,0,0,4,8,1640,0,98028,409000,1.0,820.0
13710,4,0,0,3,7,1130,450,98144,400000,0.5,1130.0
13711,4,0,0,5,7,1940,0,98133,530000,0.5,970.0
13712,3,0,0,3,7,1580,0,98033,580000,0.6666666666666666,790.0
13713,3,0,1,4,7,1300,450,98074,491300,0.6666666666666666,1300.0
13714,4,0,0,4,7,1200,610,98030,272000,0.75,1200.0
13715,3,0,4,3,9,1970,0,98022,599950,0.6666666666666666,1970.0
13716,3,0,0,3,8,1770,0,98029,464000,0.6666666666666666,885.0
13717,3,0,0,5,7,900,900,98103,471001,0.6666666666666666,900.0
13718,3,0,0,3,7,1100,400,98031,230000,0.6666666666666666,1100.0
13719,3,0,0,4,6,940,0,98008,358000,0.3333333333333333,940.0
13720,3,0,0,3,7,1210,1130,98115,510000,0.6666666666666666,1210.0
13721,3,0,0,3,6,840,0,98023,86500,0.3333333333333333,840.0
13722,3,0,0,3,6,840,0,98023,199950,0.3333333333333333,840.0
13724,3,0,0,4,9,2190,990,98126,850000,1.0,1095.0
13725,4,0,0,4,7,1480,540,98117,542000,0.5,740.0
13726,2,0,0,3,5,820,0,98106,102500,0.5,820.0
13727,3,0,0,3,8,2810,1250,98045,718000,0.6666666666666666,2810.0
13728,4,0,0,4,8,2180,480,98008,625000,0.5,2180.0
13729,3,0,0,4,7,1010,0,98155,350000,0.3333333333333333,1010.0
13730,2,0,0,3,6,710,0,98106,216000,0.5,710.0
13731,3,0,0,3,7,980,0,98133,340000,0.3333333333333333,490.0
13732,3,0,0,3,7,1100,0,98199,505000,0.3333333333333333,550.0
13733,5,0,0,3,8,2840,0,98001,372000,0.4,1420.0
13734,4,0,0,4,8,2300,0,98023,263850,0.5,1150.0
13736,4,0,0,3,8,2280,0,98058,325000,0.5,1140.0
13737,2,0,0,3,6,890,120,98106,289000,0.5,890.0
13738,3,0,0,3,7,1160,260,98028,364000,0.6666666666666666,1160.0
13739,4,0,0,5,8,1250,850,98033,610000,0.5,1250.0
13740,4,0,0,4,8,3110,0,98010,531500,0.75,3110.0
13741,3,0,0,3,8,2160,0,98028,402500,0.6666666666666666,1080.0
13742,2,0,0,4,5,820,0,98136,375000,0.5,820.0
13743,5,0,0,5,8,2170,2170,98118,537500,0.4,2170.0
13744,3,0,0,3,8,1440,660,98188,375000,0.6666666666666666,1440.0
13745,4,0,0,4,7,910,340,98198,293550,0.5,910.0
13746,6,0,0,3,8,2700,1170,98077,585000,0.5,1350.0
13747,2,0,0,3,6,1360,0,98038,225000,1.0,680.0
13748,4,0,0,3,7,1400,0,98146,185000,0.25,700.0
13749,3,0,0,3,7,1010,440,98034,402000,0.6666666666666666,1010.0
13750,5,0,0,3,7,960,920,98007,585000,0.4,960.0
13751,2,0,0,3,9,1380,0,98103,549000,1.0,460.0
13753,3,0,0,3,7,1380,0,98034,345000,0.6666666666666666,1380.0
13754,3,0,0,4,7,1790,1310,98198,302500,0.6666666666666666,1790.0
13755,4,0,0,4,7,1400,0,98042,218500,0.5,1400.0
13756,2,0,0,5,7,1650,0,98103,705000,1.0,825.0
13757,3,0,0,5,6,840,0,98042,191000,0.3333333333333333,840.0
13758,3,0,0,3,9,2550,0,98053,695000,0.6666666666666666,1275.0
13759,2,0,0,3,7,1630,1190,98168,350000,1.5,815.0
13760,3,0,0,4,7,1130,580,98136,480000,0.6666666666666666,1130.0
13761,3,0,0,4,6,820,0,98042,220000,0.3333333333333333,820.0
13762,4,0,0,3,7,2620,0,98075,535000,0.5,1310.0
13763,2,0,4,3,10,2430,0,98177,1000000,1.0,2430.0
13764,3,0,0,5,8,1560,0,98117,592000,0.6666666666666666,1560.0
13765,4,0,0,3,9,3060,0,98052,775000,0.5,1530.0
13766,3,0,0,3,7,1680,0,98056,320000,0.6666666666666666,840.0
13767,3,0,0,3,10,3320,0,98166,760000,1.0,1660.0
13768,3,0,0,4,9,2390,0,98074,640000,0.6666666666666666,1195.0
13769,3,0,0,4,5,1360,0,98056,253200,0.3333333333333333,1360.0
13770,2,0,0,3,7,1800,0,98030,228000,0.5,1800.0
13771,3,0,0,4,7,1160,0,98077,325000,0.3333333333333333,1160.0
13772,4,0,0,3,8,2760,1400,98027,530000,0.75,1380.0
13773,4,0,0,3,7,1660,0,98038,300000,0.5,830.0
13774,3,0,0,4,7,1410,0,98103,418000,0.6666666666666666,705.0
13775,4,0,4,3,8,1180,1050,98178,415000,0.5,1180.0
13776,3,0,0,3,7,1700,0,98065,384000,0.6666666666666666,850.0
13777,3,0,0,3,8,2070,0,98030,325000,0.6666666666666666,1035.0
13778,3,0,2,3,8,2300,0,98028,600000,0.6666666666666666,2300.0
13779,4,0,0,4,9,1940,1100,98005,760000,0.5,1940.0
13780,2,0,0,4,8,1220,0,98198,168000,1.0,610.0
13781,3,0,0,3,7,960,0,98199,405000,0.3333333333333333,960.0
13782,3,0,0,4,7,1480,0,98007,479000,0.3333333333333333,1480.0
13783,3,0,0,5,7,1150,410,98103,549000,0.6666666666666666,1150.0
13784,3,0,0,3,7,1100,0,98001,215000,0.6666666666666666,1100.0
13785,2,0,2,3,7,900,0,98116,550000,1.0,900.0
13786,4,0,0,4,7,1500,900,98133,389000,0.5,750.0
13787,3,0,0,3,8,2320,0,98045,447500,0.6666666666666666,1160.0
13788,5,0,0,3,8,1580,990,98034,540000,0.6,1580.0
13789,4,0,0,2,7,1300,0,98042,273500,0.75,1300.0
13790,5,0,0,3,9,2930,0,98059,257000,0.6,1465.0
13791,2,0,0,5,6,720,0,98058,199000,0.5,720.0
13792,4,0,0,3,8,2350,0,98092,339100,0.5,1175.0
13793,4,0,0,3,9,2940,0,98058,435000,0.5,1470.0
13794,3,0,0,4,6,1010,1010,98118,400000,0.6666666666666666,1010.0
13795,2,0,0,3,7,1010,420,98065,356000,0.5,1010.0
13796,3,0,0,4,7,950,0,98125,395000,0.3333333333333333,950.0
13797,2,0,0,4,7,850,400,98103,575000,0.5,850.0
13798,3,0,0,4,6,1300,0,98116,515000,0.6666666666666666,650.0
13799,4,0,0,4,8,1550,970,98115,618250,0.75,775.0
13800,3,0,0,3,7,1330,0,98034,245000,0.6666666666666666,665.0
13801,3,0,0,3,9,1890,590,98112,690000,1.0,945.0
13802,5,0,0,3,7,1510,1510,98027,465000,0.4,1510.0
13803,3,0,0,4,7,1240,530,98023,280000,0.6666666666666666,1240.0
13804,3,0,0,3,7,1230,700,98055,285000,0.6666666666666666,1230.0
13805,3,0,0,3,7,1650,0,98038,320000,0.6666666666666666,825.0
13806,4,0,0,4,7,2130,450,98070,355000,0.75,1065.0
13807,3,0,0,3,8,2570,0,98008,670000,0.6666666666666666,1285.0
13808,1,0,0,3,7,1440,1440,98126,550000,1.0,1440.0
13809,4,0,0,5,8,1860,800,98103,765000,0.75,930.0
13810,3,0,0,3,7,1260,300,98118,430000,0.3333333333333333,630.0
13811,3,0,2,3,9,3080,0,98199,950000,0.6666666666666666,1540.0
13812,4,0,0,4,7,1270,1270,98118,525000,0.5,1270.0
13813,6,0,0,3,7,1580,1500,98030,300000,0.3333333333333333,1580.0
13814,3,0,0,3,8,2190,0,98003,345000,1.0,1095.0
13815,3,0,0,3,8,2930,0,98058,838000,1.3333333333333333,1465.0
13817,3,0,0,3,8,2160,0,98042,390000,0.6666666666666666,1080.0
13819,4,0,0,3,7,1830,0,98030,295000,0.5,915.0
13820,4,0,0,3,8,2530,650,98115,775000,1.0,1265.0
13821,3,0,0,3,8,1880,0,98038,380000,0.6666666666666666,940.0
13822,3,0,0,3,7,1140,0,98005,550000,0.3333333333333333,1140.0
13823,5,0,0,3,7,1798,0,98001,199900,0.4,1798.0
13824,3,0,0,5,7,1670,0,98118,329900,0.6666666666666666,835.0
13825,3,0,0,3,8,2580,0,98005,898000,0.6666666666666666,2580.0
13826,4,0,2,5,8,1860,1860,98075,875000,0.5,1860.0
13827,4,0,0,3,9,2790,0,98198,375000,0.5,1395.0
13828,3,0,0,3,8,2190,0,98038,365000,0.6666666666666666,1095.0
13829,4,0,0,4,7,1540,740,98115,530000,0.75,770.0
13830,3,0,0,4,6,1100,0,98042,225500,0.3333333333333333,1100.0
13831,4,0,0,3,8,1680,500,98055,318000,0.5,1680.0
13832,4,0,0,4,9,2770,0,98027,910000,0.5,1385.0
13833,3,0,0,4,7,1280,700,98001,207000,0.3333333333333333,1280.0
13835,6,0,0,4,8,1670,1360,98075,624500,0.5,1670.0
13836,3,0,0,3,8,1690,0,98199,640000,0.6666666666666666,845.0
13837,3,0,0,3,8,1990,0,98027,500000,0.6666666666666666,995.0
13838,5,0,0,4,7,1500,750,98034,390000,0.4,1500.0
13839,3,0,0,3,7,1550,530,98042,284000,0.6666666666666666,775.0
13840,3,0,0,4,8,2460,0,98027,620000,0.6666666666666666,2460.0
13841,3,0,0,3,8,2588,0,98042,306000,0.6666666666666666,1294.0
13842,4,0,0,3,8,1910,660,98074,495000,0.5,1910.0
13843,3,0,0,3,7,2370,0,98019,499950,0.6666666666666666,1185.0
13844,3,0,0,3,7,1070,0,98072,330000,0.3333333333333333,1070.0
13845,3,0,0,5,7,1150,790,98107,665000,0.6666666666666666,575.0
13846,3,0,0,3,8,1830,820,98119,850000,0.6666666666666666,915.0
13847,4,0,0,4,8,2290,0,98029,599950,0.5,1145.0
13848,4,0,0,3,8,2050,0,98166,360000,0.5,1025.0
13849,3,0,0,3,9,2680,0,98052,699000,0.6666666666666666,1340.0
13850,3,0,0,5,6,760,760,98117,475000,0.6666666666666666,760.0
13851,3,0,0,3,8,2690,0,98070,575000,0.6666666666666666,1345.0
13852,2,0,0,3,7,990,190,98144,345000,1.0,495.0
13853,4,0,0,3,8,3030,0,98001,367950,0.5,1515.0
13854,3,0,0,3,8,1400,0,98028,374500,0.6666666666666666,700.0
13855,4,0,0,3,8,3000,0,98125,607500,0.5,1500.0
13856,3,0,0,4,7,1200,0,98072,374000,0.3333333333333333,1200.0
13857,3,0,0,3,7,1000,0,98125,390000,0.3333333333333333,1000.0
13858,4,0,0,3,9,2740,0,98103,705000,0.75,1370.0
13859,3,0,0,3,8,1990,0,98065,467000,0.6666666666666666,995.0
13860,3,0,0,3,6,2110,0,98198,243500,1.0,2110.0
13861,3,0,0,3,10,1690,140,98027,593000,1.0,845.0
13862,3,0,0,3,6,940,0,98146,223000,0.3333333333333333,940.0
13863,4,0,2,3,9,2980,0,98038,574000,0.5,1490.0
13864,3,0,0,3,7,1130,1130,98055,400000,0.6666666666666666,1130.0
13865,4,0,0,4,8,1750,1720,98005,772000,0.75,1750.0
13866,3,0,0,4,7,1510,0,98052,593777,0.6666666666666666,1510.0
13867,4,0,0,4,8,2040,670,98108,539500,1.0,1020.0
13868,3,0,0,3,8,2080,0,98029,550000,0.6666666666666666,1040.0
13869,2,0,0,3,8,1260,600,98178,265000,1.0,1260.0
13870,3,0,0,3,7,1280,840,98072,428000,0.6666666666666666,1280.0
13871,3,0,0,5,7,1110,0,98115,505000,0.6666666666666666,1110.0
13872,5,0,2,3,11,5190,0,98065,925000,1.2,2595.0
13873,3,0,0,3,8,1520,0,98023,230000,0.6666666666666666,1520.0
13874,4,0,0,3,10,2650,0,98029,695000,0.5,1325.0
13875,4,0,2,3,9,3350,0,98065,700000,0.75,1675.0
13876,3,0,0,3,7,1770,0,98103,712500,0.6666666666666666,885.0
13877,3,0,0,3,8,2200,0,98011,480000,0.6666666666666666,1100.0
13878,3,0,0,4,7,1300,700,98034,470000,0.6666666666666666,1300.0
13879,3,0,0,3,7,1150,580,98014,335000,0.6666666666666666,1150.0
13880,3,0,0,3,7,900,400,98030,270000,0.6666666666666666,900.0
13881,5,0,0,3,8,2530,420,98072,810000,0.6,2530.0
13882,3,0,0,3,8,1460,260,98119,589000,1.0,486.6666666666667
13883,2,0,0,3,7,880,0,98115,415000,0.5,880.0
13884,4,0,0,3,7,1220,570,98058,197000,0.5,1220.0
13885,3,0,0,4,7,790,590,98003,235500,0.6666666666666666,790.0
13886,3,0,0,3,8,1240,290,98144,460000,0.6666666666666666,620.0
13887,5,0,0,4,8,1380,950,98136,572500,0.4,1380.0
13888,5,0,0,4,7,1540,0,98059,302000,0.4,1540.0
13889,3,0,0,4,10,2530,680,98033,870000,0.6666666666666666,1265.0
13890,3,0,0,3,7,960,170,98199,485000,0.3333333333333333,960.0
13891,3,0,0,3,7,1460,0,98003,240000,0.6666666666666666,1460.0
13892,3,0,0,3,7,1410,0,98034,383000,0.6666666666666666,1410.0
13893,4,0,0,3,8,1750,0,98122,750000,0.75,875.0
13894,2,0,0,5,6,1370,0,98103,409950,1.0,1370.0
13895,3,0,0,3,7,1780,0,98168,246000,0.6666666666666666,1780.0
13896,4,0,0,5,7,1490,400,98115,860000,0.5,745.0
13897,3,0,0,4,7,1630,0,98058,339950,0.6666666666666666,815.0
13898,5,0,0,4,7,1160,1160,98166,315000,0.4,1160.0
13899,3,0,0,3,9,2580,0,98074,698000,0.6666666666666666,1290.0
13900,2,0,0,4,8,1470,0,98007,419000,1.0,735.0
13901,3,0,0,3,7,2298,0,98052,372000,0.3333333333333333,2298.0
13902,3,0,0,3,7,1960,0,98065,425000,0.6666666666666666,980.0
13903,3,0,0,3,8,1950,1000,98125,386500,0.6666666666666666,975.0
13904,2,0,0,3,5,670,0,98125,348000,0.5,670.0
13905,5,0,0,3,10,2230,790,98040,754000,0.8,1115.0
13906,4,0,0,4,7,2390,0,98002,269950,0.75,1195.0
13907,3,0,0,4,10,3090,0,98075,891500,0.6666666666666666,1545.0
13908,4,0,0,5,7,890,890,98108,349950,0.5,890.0
13909,2,0,0,3,7,1180,240,98055,360000,0.5,1180.0
13910,4,0,0,4,8,2420,0,98004,975000,0.5,1210.0
13911,4,0,0,5,7,1480,0,98133,449250,0.5,740.0
13912,4,0,0,3,7,2190,0,98059,350000,0.5,1095.0
13913,4,0,3,4,7,1690,130,98107,790000,0.5,845.0
13914,3,0,4,4,9,930,880,98040,990000,0.6666666666666666,930.0
13915,3,0,0,3,9,2550,0,98112,834000,0.6666666666666666,1275.0
13916,3,0,0,3,7,1060,300,98117,466950,0.3333333333333333,1060.0
13917,3,0,3,5,7,1491,768,98001,262500,0.6666666666666666,745.5
13918,4,0,0,3,10,3880,0,98074,762300,0.5,1940.0
13919,6,0,0,3,8,1780,950,98107,733000,0.5,1780.0
13920,4,0,2,3,7,1560,1240,98028,439000,0.5,1560.0
13922,3,0,0,3,8,1770,0,98074,420000,0.6666666666666666,885.0
13923,3,0,0,3,8,1920,0,98074,549000,0.6666666666666666,960.0
13924,4,0,0,5,8,1510,810,98122,518000,0.5,755.0
13925,4,0,0,3,9,2961,0,98075,695000,0.5,1480.5
13926,3,0,0,3,8,1680,0,98074,485000,0.6666666666666666,840.0
13927,3,0,0,4,6,1590,0,98038,280000,0.6666666666666666,795.0
13928,2,0,0,4,6,1420,0,98023,306500,0.5,710.0
13929,2,0,0,3,6,1370,0,98004,720000,0.5,1370.0
13930,3,0,3,3,7,2620,0,98022,277500,0.6666666666666666,1310.0
13931,3,1,4,3,8,1810,0,98166,649000,0.6666666666666666,905.0
13933,2,0,0,4,6,700,0,98155,267800,0.5,700.0
13934,4,0,0,3,8,2390,0,98029,625000,0.75,1195.0
13935,4,0,0,3,9,1590,480,98125,600000,0.5,795.0
13936,4,0,0,4,7,1780,0,98155,395000,0.5,890.0
13937,4,0,0,3,7,1900,0,98198,212000,0.5,950.0
13938,2,0,0,3,7,940,100,98117,425000,0.5,940.0
13939,4,0,2,3,8,1770,600,98103,870000,0.5,885.0
13940,3,0,0,3,7,1970,0,98065,420000,0.6666666666666666,985.0
13941,4,0,0,3,8,2120,0,98027,800000,0.5,1060.0
13942,3,0,0,3,8,1960,0,98011,575000,0.6666666666666666,980.0
13943,3,0,0,3,9,2170,490,98122,915000,1.0,1085.0
13944,3,0,0,3,7,1180,0,98034,400000,0.6666666666666666,590.0
13945,3,0,2,4,8,1440,950,98116,750000,0.6666666666666666,1440.0
13946,3,0,0,5,7,1250,0,98042,235000,0.3333333333333333,1250.0
13947,5,0,0,5,8,1300,1300,98125,599950,0.6,1300.0
13948,2,0,0,3,7,940,0,98115,481203,0.5,940.0
13950,3,0,0,4,7,1530,0,98033,379000,0.6666666666666666,765.0
13951,3,0,0,4,7,1760,670,98117,626000,0.6666666666666666,880.0
13952,2,0,0,3,7,920,110,98103,535000,0.5,920.0
13954,2,0,0,3,7,1120,60,98115,410000,1.0,560.0
13955,4,0,3,4,8,1680,1410,98006,940000,0.5,1680.0
13956,3,0,0,3,7,1060,0,98034,326250,0.3333333333333333,1060.0
13957,2,0,0,3,6,790,0,98178,200000,0.5,790.0
13958,4,0,0,5,8,2100,970,98005,880000,0.5,2100.0
13959,2,0,0,3,9,2100,0,98014,370000,1.0,1050.0
13960,2,0,0,3,8,1100,0,98055,190000,1.0,550.0
13961,2,0,0,4,6,1070,0,98002,160000,0.5,1070.0
13962,4,0,0,3,9,1520,670,98034,625000,0.75,1520.0
13963,4,0,0,3,10,2750,700,98058,590000,1.0,1375.0
13964,3,0,0,3,8,2070,0,98033,575000,0.6666666666666666,1035.0
13965,2,0,0,5,7,1190,0,98103,470000,0.5,1190.0
13966,2,0,0,4,4,600,0,98027,130000,0.5,600.0
13967,3,0,0,3,7,940,0,98056,229000,0.3333333333333333,940.0
13968,3,0,0,3,6,1280,0,98023,279900,0.3333333333333333,640.0
13969,3,0,0,3,7,1370,0,98014,307000,0.3333333333333333,1370.0
13970,3,0,0,3,7,1980,470,98014,399950,0.6666666666666666,1980.0
13971,4,0,0,3,7,1370,600,98011,405000,0.5,1370.0
13972,4,0,0,4,8,2130,780,98006,539950,0.75,2130.0
13973,2,0,0,3,6,760,0,98032,129000,0.5,760.0
13974,3,0,0,3,7,1270,0,98011,340000,0.6666666666666666,1270.0
13975,3,0,0,4,7,1310,260,98042,214950,0.6666666666666666,1310.0
13976,4,0,2,3,8,1330,980,98118,450000,0.75,1330.0
13977,3,0,0,4,7,950,950,98106,515000,0.6666666666666666,950.0
13979,3,0,0,4,7,1060,0,98188,230000,0.3333333333333333,1060.0
13980,3,0,0,4,8,1880,0,98006,681000,0.6666666666666666,1880.0
13981,3,0,0,3,6,1160,0,98146,255000,0.3333333333333333,1160.0
13982,2,0,0,3,7,860,0,98103,580000,0.5,860.0
13983,2,0,0,3,7,910,680,98055,295000,1.0,910.0
13984,2,0,0,3,7,1170,0,98136,286000,0.5,1170.0
13985,3,0,0,3,7,830,360,98125,425000,0.6666666666666666,830.0
13986,2,0,0,3,7,1300,0,98003,170000,0.5,1300.0
13987,3,0,0,3,7,1660,0,98136,380000,0.6666666666666666,1660.0
13988,3,0,0,3,7,1160,0,98115,506000,0.6666666666666666,1160.0
13989,3,0,0,3,7,1950,0,98031,315000,0.6666666666666666,975.0
13990,4,0,0,3,8,2470,0,98065,449950,0.5,1235.0
13991,3,0,0,3,7,1430,0,98056,255000,0.3333333333333333,1430.0
13992,3,0,0,3,7,1090,880,98001,289000,0.6666666666666666,545.0
13993,3,0,0,4,7,1400,0,98027,389000,0.6666666666666666,1400.0
13994,3,0,2,4,7,1510,0,98022,327000,0.6666666666666666,1510.0
13996,3,0,0,3,6,920,0,98118,210000,0.3333333333333333,920.0
13998,4,0,0,3,7,2490,0,98056,360000,0.5,1245.0
13999,4,0,0,3,11,3030,0,98077,875000,0.5,1515.0
14000,4,0,0,3,8,1650,0,98008,550000,0.5,1650.0
14001,3,0,0,3,7,1210,0,98146,257500,0.6666666666666666,1210.0
14002,4,0,0,4,8,2090,900,98144,1080000,0.75,1045.0
14003,2,0,0,5,6,1060,0,98042,202950,0.5,1060.0
14004,4,0,0,5,8,1340,1340,98117,622000,0.5,1340.0
14005,4,0,0,3,8,1410,380,98072,455000,0.5,1410.0
14006,3,0,3,3,10,2690,0,98074,805000,0.6666666666666666,1345.0
14007,2,0,0,3,6,770,0,98133,257000,0.5,770.0
14008,5,0,0,4,8,1750,950,98005,744500,0.4,1750.0
14009,4,0,0,3,8,2620,0,98033,885000,0.5,1310.0
14010,2,0,0,3,8,630,300,98144,355000,1.0,315.0
14011,3,0,0,4,7,1340,0,98042,240000,0.3333333333333333,1340.0
14012,3,0,0,4,6,1470,0,98023,169000,0.6666666666666666,735.0
14013,3,0,0,4,8,2330,0,98052,639900,0.6666666666666666,1165.0
14014,3,0,0,5,7,1730,0,98031,292000,0.6666666666666666,1730.0
14015,4,0,3,3,9,2780,0,98065,563500,0.5,1390.0
14016,2,0,0,3,8,1200,0,98053,389000,1.0,1200.0
14018,3,0,0,4,8,1820,0,98033,661000,0.6666666666666666,910.0
14019,2,0,0,3,8,1300,0,98053,344000,1.0,1300.0
14020,1,0,0,3,5,480,200,98199,510000,1.0,480.0
14021,2,0,0,3,7,780,0,98136,289000,0.5,780.0
14022,3,0,0,3,8,1900,530,98056,365000,0.6666666666666666,950.0
14023,3,0,0,4,7,1750,0,98027,410000,0.6666666666666666,1750.0
14024,3,0,0,5,7,1010,600,98117,535610,0.3333333333333333,505.0
14025,4,0,0,3,8,2120,0,98166,397950,0.5,1060.0
14026,3,0,0,3,7,930,500,98108,284000,0.6666666666666666,930.0
14027,4,0,0,3,7,1360,0,98168,201000,0.5,680.0
14028,4,0,0,4,7,1690,840,98117,734000,0.5,845.0
14029,5,0,0,3,7,3270,0,98092,357500,0.6,1635.0
14030,5,0,0,3,8,1520,1100,98052,550120,0.4,1520.0
14031,3,0,0,3,8,1810,0,98001,300000,0.6666666666666666,1810.0
14032,3,0,0,3,8,2120,0,98030,374950,0.6666666666666666,1060.0
14033,4,0,0,3,8,2190,0,98075,602500,0.5,1095.0
14034,3,0,0,3,7,980,0,98188,221000,0.3333333333333333,980.0
14035,5,0,0,3,7,1730,500,98102,920000,0.6,865.0
14036,4,0,0,3,7,1540,0,98118,235000,0.5,1540.0
14037,3,0,0,3,7,980,0,98034,375000,0.3333333333333333,980.0
14038,4,0,0,3,8,2120,0,98029,599000,0.5,1060.0
14039,3,0,0,3,8,2090,0,98052,562100,0.6666666666666666,1045.0
14040,3,0,0,3,8,1100,520,98112,640000,0.6666666666666666,550.0
14041,3,0,0,4,7,1250,400,98168,294000,0.6666666666666666,1250.0
14042,4,0,0,3,9,3230,0,98052,714000,0.5,1615.0
14043,4,0,3,3,9,1130,1660,98177,970000,0.75,1130.0
14044,4,0,0,3,7,1600,0,98022,280000,0.5,800.0
14045,4,0,0,3,7,1790,0,98031,260000,0.5,895.0
14046,3,0,0,4,7,2060,0,98023,294000,0.6666666666666666,1030.0
14047,4,0,2,5,5,1370,0,98092,255500,0.25,685.0
14049,3,0,0,3,7,1510,0,98077,450000,0.6666666666666666,1510.0
14050,3,0,0,3,7,1280,0,98072,368000,0.3333333333333333,1280.0
14051,4,0,0,3,8,1370,810,98004,830000,0.5,1370.0
14052,2,0,0,4,6,1130,310,98146,282500,1.0,1130.0
14053,3,0,0,4,7,1580,0,98024,335000,0.6666666666666666,1580.0
14054,2,0,0,5,6,790,790,98116,558000,1.0,790.0
14055,4,0,0,4,7,1730,0,98146,270000,0.5,865.0
14056,2,0,0,3,4,700,0,98031,152000,0.5,700.0
14057,4,0,0,4,7,2030,0,98034,493000,0.5,1015.0
14058,4,0,0,3,10,2500,0,98006,740000,0.5,1250.0
14059,3,0,2,3,9,2090,515,98033,789800,0.6666666666666666,1045.0
14060,2,0,0,3,6,910,0,98117,275000,0.5,910.0
14062,3,0,0,5,7,620,520,98107,424000,0.6666666666666666,620.0
14063,2,0,4,4,5,1000,0,98116,715000,0.5,1000.0
14064,4,0,0,3,9,3010,0,98056,600000,0.5,1505.0
14065,2,0,4,4,9,1760,350,98146,802000,1.0,1760.0
14066,3,0,0,4,6,910,0,98188,165000,0.3333333333333333,910.0
14067,4,0,0,4,8,1370,680,98112,750000,0.75,685.0
14068,2,0,0,2,7,780,310,98074,405000,0.5,780.0
14069,3,0,0,3,9,2100,0,98072,521900,0.6666666666666666,1050.0
14070,3,0,0,3,7,1000,0,98034,275000,0.3333333333333333,1000.0
14071,5,0,0,4,9,2330,2080,98058,600000,0.6,1165.0
14072,3,0,0,3,8,1800,0,98058,442500,0.6666666666666666,1800.0
14073,2,0,0,3,6,920,0,98178,229950,0.5,920.0
14074,3,0,0,4,7,1410,0,98042,274950,0.6666666666666666,1410.0
14075,3,0,0,4,8,1860,0,98070,407185,0.6666666666666666,930.0
14076,4,0,0,4,7,1240,860,98072,468000,0.5,1240.0
14077,2,0,0,3,7,1030,0,98117,450000,0.5,1030.0
14078,2,0,0,5,7,940,0,98022,219950,0.5,940.0
14079,2,0,0,3,7,1340,0,98028,275000,1.0,670.0
14080,2,0,0,3,6,850,0,98178,229950,0.5,850.0
14081,3,0,0,3,7,1430,700,98102,675000,0.6666666666666666,1430.0
14082,4,0,0,3,8,2430,0,98058,412950,0.5,1215.0
14083,5,0,0,3,8,2290,0,98052,670000,0.4,1145.0
14084,3,0,0,4,7,1230,0,98008,420000,0.6666666666666666,1230.0
14085,3,0,0,4,6,1150,0,98070,358000,0.6666666666666666,1150.0
14086,3,0,0,3,9,2120,0,98052,680000,0.6666666666666666,1060.0
14087,2,0,0,3,7,980,0,98105,380000,0.5,980.0
14088,3,0,0,3,8,2130,0,98077,515000,0.6666666666666666,1065.0
14089,2,0,0,4,7,1050,0,98146,325000,0.5,1050.0
14090,3,0,0,4,7,1820,0,98004,875000,0.6666666666666666,1820.0
14091,3,0,0,3,7,1710,500,98106,426000,0.6666666666666666,855.0
14092,5,0,0,4,8,1610,880,98040,868500,0.4,1610.0
14093,4,0,0,3,11,4140,0,98092,657500,0.75,2070.0
14094,2,0,0,3,6,860,350,98118,366000,0.5,860.0
14095,2,0,0,3,6,1010,0,98118,385000,0.5,1010.0
14096,4,0,0,3,7,1300,750,98058,300000,0.5,1300.0
14097,3,0,0,4,9,1500,560,98102,810000,0.6666666666666666,750.0
14098,4,0,0,3,6,860,700,98115,460000,0.5,860.0
14099,3,0,0,4,8,1780,0,98029,459000,0.6666666666666666,890.0
14100,3,0,0,4,8,1460,0,98092,260000,0.6666666666666666,1460.0
14101,4,0,0,3,9,3030,0,98074,557865,0.5,1515.0
14102,4,0,0,4,7,980,0,98144,295000,0.25,490.0
14103,4,0,0,5,7,1450,0,98133,375000,0.5,1450.0
14105,2,0,0,3,7,1520,0,98133,307300,1.0,506.6666666666667
14106,4,0,0,3,7,1410,0,98032,225000,0.25,705.0
14107,3,0,0,3,7,1390,0,98045,290000,0.6666666666666666,695.0
14108,4,0,0,4,7,1510,720,98144,690000,0.5,755.0
14109,4,0,0,4,8,2110,0,98040,825000,0.5,1055.0
14110,3,0,0,4,7,1370,900,98177,645000,0.6666666666666666,1370.0
14111,4,0,0,5,8,1320,1210,98006,590000,0.5,1320.0
14112,5,0,0,3,7,1180,720,98105,667000,0.4,1180.0
